,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[3407],0.02,0.029,0.0,0.069,0.001,0.001,3109.0,2316.0,1.0
mu[3408],0.02,0.03,0.0,0.069,0.001,0.002,3276.0,2239.0,1.0
mu[3409],0.019,0.029,0.0,0.065,0.001,0.002,3635.0,2267.0,1.0
mu[3410],0.019,0.028,0.0,0.063,0.001,0.002,3848.0,2094.0,1.0
mu[3411],0.019,0.028,0.0,0.062,0.001,0.002,4130.0,2171.0,1.0
mu[3412],0.018,0.028,0.0,0.061,0.001,0.002,4121.0,2158.0,1.0
mu[3413],0.018,0.026,0.0,0.061,0.0,0.001,4085.0,2043.0,1.0
mu[3414],0.018,0.025,0.0,0.058,0.0,0.001,4162.0,1993.0,1.0
mu[3415],0.017,0.025,0.0,0.058,0.0,0.001,4276.0,2257.0,1.0
mu[3416],0.017,0.025,0.0,0.055,0.0,0.001,4368.0,2005.0,1.0
mu[3417],0.017,0.024,0.0,0.053,0.0,0.001,4186.0,1839.0,1.0
mu[3418],0.016,0.023,0.0,0.053,0.0,0.001,4118.0,2043.0,1.0
mu[3419],0.016,0.022,0.0,0.051,0.0,0.001,4249.0,2237.0,1.0
mu[3420],0.016,0.022,0.0,0.05,0.0,0.001,4471.0,2221.0,1.0
mu[3421],0.016,0.023,0.0,0.05,0.0,0.001,4383.0,2469.0,1.0
mu[3422],0.016,0.023,0.0,0.053,0.0,0.001,4480.0,2611.0,1.0
mu[3423],0.016,0.023,0.0,0.051,0.0,0.001,4380.0,2442.0,1.0
mu[3424],0.016,0.021,0.0,0.053,0.0,0.001,4488.0,2614.0,1.0
mu[3425],0.017,0.023,0.0,0.053,0.0,0.001,4656.0,2656.0,1.0
mu[3426],0.017,0.023,0.0,0.055,0.0,0.001,4780.0,2518.0,1.0
mu[3427],0.017,0.023,0.0,0.054,0.0,0.001,4619.0,2601.0,1.0
mu[3428],0.017,0.022,0.0,0.052,0.0,0.001,4702.0,2611.0,1.0
mu[3429],0.017,0.022,0.0,0.052,0.0,0.001,4751.0,2294.0,1.0
mu[3430],0.017,0.023,0.0,0.052,0.0,0.002,4875.0,2742.0,1.0
mu[3431],0.017,0.022,0.0,0.055,0.0,0.001,5029.0,2600.0,1.0
mu[3432],0.017,0.022,0.0,0.053,0.0,0.001,5358.0,2557.0,1.0
mu[3433],0.018,0.022,0.0,0.054,0.0,0.001,5068.0,2546.0,1.0
mu[3434],0.018,0.023,0.0,0.055,0.0,0.001,5029.0,2476.0,1.0
mu[3435],0.019,0.024,0.0,0.058,0.0,0.001,4959.0,2524.0,1.0
mu[3436],0.02,0.024,0.0,0.061,0.0,0.001,5204.0,2700.0,1.0
mu[3437],0.02,0.023,0.0,0.061,0.0,0.001,4929.0,2580.0,1.0
mu[3438],0.021,0.025,0.0,0.063,0.0,0.001,4998.0,2695.0,1.0
mu[3439],0.022,0.026,0.0,0.067,0.0,0.001,4915.0,2720.0,1.0
mu[3440],0.023,0.027,0.0,0.068,0.0,0.001,5104.0,2663.0,1.0
mu[3441],0.024,0.028,0.0,0.071,0.0,0.001,4981.0,2578.0,1.0
mu[3442],0.024,0.028,0.0,0.071,0.0,0.001,4840.0,2310.0,1.0
mu[3443],0.025,0.028,0.001,0.072,0.0,0.001,4858.0,2262.0,1.0
mu[3444],0.026,0.028,0.001,0.073,0.0,0.001,4873.0,2205.0,1.0
mu[3445],0.028,0.03,0.001,0.078,0.001,0.001,4623.0,2344.0,1.0
mu[3446],0.029,0.032,0.0,0.084,0.001,0.001,4471.0,2373.0,1.0
mu[3447],0.031,0.033,0.001,0.089,0.001,0.001,4791.0,2601.0,1.0
mu[3448],0.033,0.034,0.0,0.093,0.001,0.001,4599.0,2539.0,1.0
mu[3449],0.035,0.036,0.001,0.099,0.001,0.001,4715.0,2227.0,1.0
mu[3450],0.038,0.038,0.001,0.101,0.001,0.002,4757.0,2578.0,1.0
mu[3451],0.04,0.041,0.001,0.11,0.001,0.002,4478.0,2130.0,1.0
mu[3452],0.043,0.042,0.002,0.115,0.001,0.002,4519.0,2489.0,1.0
mu[3453],0.047,0.044,0.002,0.126,0.001,0.001,4659.0,2466.0,1.0
mu[3454],0.051,0.048,0.002,0.136,0.001,0.002,4647.0,2787.0,1.0
mu[3455],0.056,0.051,0.003,0.144,0.001,0.002,4304.0,2630.0,1.0
mu[3456],0.061,0.053,0.004,0.152,0.001,0.002,4607.0,2304.0,1.0
mu[3457],0.067,0.057,0.004,0.167,0.001,0.002,4688.0,2538.0,1.0
mu[3458],0.075,0.06,0.005,0.182,0.001,0.002,4183.0,2271.0,1.0
mu[3459],0.085,0.067,0.006,0.201,0.001,0.002,4340.0,2401.0,1.0
mu[3460],0.096,0.075,0.009,0.227,0.001,0.002,4790.0,2954.0,1.0
mu[3461],0.111,0.085,0.01,0.259,0.001,0.003,4652.0,2673.0,1.0
mu[3462],0.128,0.092,0.011,0.292,0.002,0.003,4007.0,2557.0,1.0
mu[3463],0.152,0.1,0.017,0.34,0.002,0.002,4262.0,2430.0,1.0
mu[3464],0.183,0.116,0.026,0.39,0.002,0.003,4201.0,2020.0,1.0
mu[3465],0.226,0.137,0.034,0.472,0.002,0.004,4094.0,2324.0,1.0
mu[3466],0.286,0.166,0.048,0.58,0.003,0.005,3920.0,2422.0,1.0
mu[3467],0.373,0.198,0.078,0.731,0.003,0.005,3891.0,2409.0,1.0
mu[3468],0.506,0.248,0.13,0.962,0.004,0.006,3588.0,2474.0,1.0
mu[3469],0.731,0.333,0.205,1.324,0.006,0.008,3614.0,2509.0,1.0
mu[3470],1.164,0.457,0.462,2.078,0.008,0.009,3587.0,2465.0,1.0
mu[3471],2.14,0.764,0.925,3.62,0.013,0.015,3920.0,2839.0,1.0
mu[3472],3.588,1.148,1.685,5.699,0.019,0.022,3818.0,2714.0,1.0
mu[3473],3.578,1.111,1.701,5.636,0.02,0.02,3033.0,2271.0,1.0
mu[3474],3.419,1.073,1.609,5.363,0.019,0.018,3050.0,2773.0,1.0
mu[3475],3.409,1.06,1.647,5.385,0.019,0.019,3061.0,2442.0,1.0
mu[3476],2.838,0.935,1.295,4.649,0.015,0.016,3654.0,2388.0,1.0
mu[3477],1.863,0.687,0.738,3.136,0.011,0.014,3549.0,2463.0,1.0
mu[3478],1.196,0.465,0.383,2.055,0.008,0.008,3181.0,2668.0,1.0
mu[3479],0.887,0.387,0.287,1.61,0.007,0.008,3348.0,2435.0,1.0
mu[3480],0.735,0.343,0.187,1.339,0.006,0.007,3418.0,2395.0,1.0
mu[3481],0.67,0.349,0.164,1.344,0.006,0.01,3648.0,2407.0,1.0
mu[3482],0.655,0.365,0.125,1.328,0.006,0.009,3867.0,1953.0,1.0
mu[3483],0.634,0.398,0.098,1.376,0.007,0.01,3861.0,2273.0,1.0
mu[3484],5.165,1.494,2.569,7.829,0.025,0.027,3907.0,2620.0,1.0
mu[3485],6.257,1.65,3.271,9.255,0.027,0.028,3968.0,2625.0,1.0
mu[3486],6.219,1.659,3.359,9.39,0.03,0.026,3064.0,2773.0,1.0
mu[3487],6.342,1.658,3.5,9.486,0.026,0.026,3930.0,2820.0,1.0
mu[3488],6.031,1.602,3.329,9.001,0.027,0.027,3495.0,2031.0,1.0
mu[3489],5.083,1.374,2.807,7.717,0.023,0.025,3627.0,2305.0,1.0
mu[3490],4.897,1.363,2.614,7.438,0.023,0.026,3463.0,3007.0,1.0
mu[3491],5.721,1.502,2.988,8.434,0.025,0.025,3691.0,2800.0,1.0
mu[3492],6.518,1.676,3.411,9.456,0.026,0.029,4214.0,2522.0,1.0
mu[3493],6.977,1.74,3.918,10.261,0.028,0.028,3641.0,2220.0,1.0
mu[3494],7.46,1.843,4.404,11.03,0.031,0.03,3524.0,2489.0,1.0
mu[3495],8.388,2.002,4.963,12.233,0.035,0.038,3177.0,2679.0,1.0
mu[3496],8.673,2.082,5.112,12.567,0.038,0.037,3023.0,2731.0,1.0
mu[3497],8.675,2.11,4.95,12.687,0.037,0.038,3064.0,2155.0,1.0
mu[3498],8.452,2.004,5.072,12.189,0.03,0.035,4537.0,2886.0,1.0
mu[3499],8.574,2.117,4.916,12.619,0.036,0.039,3442.0,2863.0,1.0
mu[3500],8.248,1.983,4.8,12.049,0.031,0.032,4264.0,2970.0,1.0
mu[3501],8.076,1.963,4.768,12.069,0.032,0.033,3567.0,2646.0,1.0
mu[3502],7.962,1.926,4.684,11.682,0.03,0.034,3895.0,2613.0,1.0
mu[3503],7.693,1.876,4.581,11.403,0.032,0.033,3428.0,2493.0,1.0
mu[3504],7.226,1.784,4.154,10.654,0.029,0.029,3836.0,2619.0,1.0
mu[3505],6.894,1.828,3.811,10.27,0.031,0.033,3554.0,2730.0,1.0
mu[3506],6.568,1.679,3.606,9.723,0.028,0.025,3649.0,2840.0,1.0
mu[3507],6.481,1.692,3.46,9.571,0.028,0.028,3556.0,2779.0,1.0
mu[3508],6.732,1.768,3.833,10.08,0.028,0.033,4012.0,2695.0,1.0
mu[3509],6.867,1.728,3.933,10.24,0.027,0.03,3866.0,2686.0,1.0
mu[3510],5.962,1.547,3.193,8.923,0.025,0.024,3837.0,2884.0,1.0
mu[3511],5.227,1.435,2.712,7.824,0.021,0.025,4435.0,2314.0,1.0
mu[3512],4.685,1.336,2.356,7.196,0.021,0.022,4100.0,2692.0,1.0
mu[3513],3.985,1.185,1.993,6.217,0.019,0.024,3833.0,2505.0,1.0
mu[3514],3.755,1.129,1.819,5.903,0.018,0.019,3897.0,2688.0,1.0
mu[3515],3.484,1.06,1.667,5.369,0.017,0.02,3865.0,2771.0,1.0
mu[3516],3.402,1.063,1.551,5.298,0.018,0.021,3646.0,2820.0,1.0
mu[3517],3.124,0.977,1.433,4.897,0.016,0.017,3783.0,2142.0,1.0
mu[3518],2.875,0.931,1.274,4.55,0.016,0.018,3670.0,2638.0,1.0
mu[3519],2.623,0.888,1.108,4.25,0.015,0.018,3830.0,2733.0,1.0
mu[3520],2.264,0.783,0.966,3.703,0.013,0.017,4096.0,2374.0,1.0
mu[3521],2.01,0.702,0.826,3.318,0.01,0.013,4677.0,2823.0,1.0
mu[3522],1.786,0.633,0.778,2.991,0.01,0.014,4069.0,2577.0,1.0
mu[3523],1.553,0.58,0.617,2.655,0.009,0.011,3864.0,2782.0,1.0
mu[3524],1.424,0.53,0.536,2.388,0.008,0.01,4020.0,2789.0,1.0
mu[3525],1.561,0.58,0.617,2.639,0.009,0.011,4474.0,2467.0,1.0
mu[3526],1.451,0.53,0.593,2.471,0.009,0.011,3785.0,2729.0,1.0
mu[3527],1.591,0.579,0.599,2.613,0.01,0.012,3761.0,2598.0,1.0
mu[3528],1.677,0.623,0.609,2.765,0.01,0.013,3774.0,2648.0,1.0
mu[3529],1.708,0.619,0.651,2.839,0.01,0.01,3699.0,2759.0,1.0
mu[3530],1.68,0.612,0.665,2.812,0.01,0.011,3893.0,2706.0,1.0
mu[3531],1.583,0.587,0.573,2.601,0.009,0.012,3887.0,2597.0,1.0
mu[3532],1.268,0.492,0.489,2.191,0.008,0.01,3637.0,2683.0,1.0
mu[3533],1.187,0.468,0.437,2.072,0.007,0.009,4143.0,2722.0,1.0
mu[3534],1.141,0.475,0.369,1.993,0.007,0.011,4458.0,2768.0,1.0
mu[3535],1.109,0.452,0.35,1.941,0.007,0.009,4644.0,2421.0,1.0
mu[3536],1.106,0.447,0.415,1.967,0.007,0.009,4338.0,2372.0,1.0
mu[3537],1.251,0.501,0.417,2.13,0.008,0.011,3976.0,2583.0,1.0
mu[3538],1.301,0.514,0.557,2.349,0.009,0.01,3847.0,2776.0,1.0
mu[3539],1.385,0.527,0.565,2.418,0.008,0.01,4094.0,2664.0,1.0
mu[3540],1.38,0.535,0.52,2.381,0.008,0.01,4087.0,2709.0,1.0
mu[3541],1.283,0.489,0.513,2.235,0.008,0.01,3926.0,2701.0,1.0
mu[3542],1.219,0.483,0.484,2.157,0.008,0.011,3199.0,2973.0,1.0
mu[3543],1.348,0.527,0.541,2.33,0.009,0.011,3636.0,2535.0,1.0
mu[3544],1.752,0.652,0.758,3.028,0.011,0.011,3773.0,2829.0,1.0
mu[3545],1.967,0.708,0.804,3.258,0.011,0.017,4198.0,2744.0,1.0
mu[3546],2.174,0.754,0.94,3.601,0.011,0.015,4386.0,2735.0,1.0
mu[3547],2.203,0.75,0.939,3.591,0.011,0.014,4452.0,2680.0,1.0
mu[3548],2.262,0.763,0.939,3.647,0.012,0.014,4126.0,2706.0,1.0
mu[3549],2.398,0.792,1.145,3.923,0.013,0.013,3765.0,3023.0,1.0
mu[3550],3.019,0.967,1.418,4.895,0.016,0.019,3867.0,2499.0,1.0
mu[3551],2.972,0.947,1.239,4.646,0.016,0.017,3865.0,2658.0,1.0
mu[3552],2.919,0.924,1.355,4.601,0.016,0.016,3798.0,2349.0,1.0
mu[3553],3.184,0.99,1.43,4.934,0.017,0.019,3727.0,2722.0,1.0
mu[3554],3.166,0.973,1.509,4.953,0.015,0.016,4027.0,2525.0,1.0
mu[3555],3.227,0.997,1.525,5.098,0.015,0.018,4335.0,2922.0,1.0
mu[3556],3.372,1.018,1.622,5.296,0.016,0.019,4210.0,2805.0,1.0
mu[3557],4.107,1.193,2.093,6.38,0.019,0.018,3981.0,2927.0,1.0
mu[3558],4.536,1.375,2.187,7.117,0.022,0.025,3968.0,2689.0,1.0
mu[3559],4.649,1.325,2.458,7.237,0.022,0.023,3806.0,2679.0,1.0
mu[3560],4.605,1.291,2.335,7.02,0.021,0.02,3667.0,2855.0,1.0
mu[3561],4.336,1.26,2.081,6.479,0.021,0.023,3632.0,2800.0,1.0
mu[3562],3.363,1.053,1.55,5.276,0.017,0.02,3679.0,2742.0,1.0
mu[3563],2.725,0.894,1.215,4.388,0.014,0.017,4073.0,2861.0,1.0
mu[3564],2.407,0.844,1.052,3.983,0.013,0.013,4185.0,2807.0,1.0
mu[3565],2.003,0.799,0.817,3.545,0.012,0.02,4432.0,2425.0,1.0
mu[3566],1.689,0.785,0.49,3.126,0.012,0.018,4616.0,2681.0,1.0
mu[3567],0.036,0.052,0.0,0.12,0.001,0.003,2772.0,2152.0,1.0
mu[3568],0.033,0.047,0.0,0.114,0.001,0.002,2830.0,2126.0,1.0
mu[3569],0.031,0.043,0.0,0.108,0.001,0.002,2891.0,2372.0,1.0
mu[3570],0.03,0.039,0.0,0.1,0.001,0.002,2925.0,2294.0,1.0
mu[3571],0.029,0.038,0.0,0.094,0.001,0.002,3143.0,2471.0,1.0
mu[3572],0.028,0.037,0.0,0.092,0.001,0.002,3032.0,2599.0,1.0
mu[3573],0.027,0.034,0.0,0.085,0.001,0.001,3001.0,2617.0,1.0
mu[3574],0.026,0.034,0.0,0.08,0.001,0.002,3192.0,2572.0,1.0
mu[3575],0.025,0.031,0.0,0.081,0.001,0.002,3325.0,2776.0,1.0
mu[3576],0.025,0.03,0.0,0.076,0.001,0.001,3576.0,2524.0,1.0
mu[3577],0.025,0.03,0.0,0.076,0.001,0.001,3845.0,2491.0,1.0
mu[3578],0.024,0.031,0.0,0.076,0.001,0.002,3959.0,2847.0,1.0
mu[3579],0.024,0.029,0.0,0.074,0.001,0.001,4060.0,2772.0,1.0
mu[3580],0.024,0.028,0.0,0.071,0.0,0.001,4251.0,2214.0,1.0
mu[3581],0.024,0.028,0.0,0.07,0.0,0.001,4475.0,2795.0,1.0
mu[3582],0.024,0.029,0.0,0.071,0.0,0.001,4345.0,2735.0,1.0
mu[3583],0.024,0.032,0.0,0.07,0.001,0.003,4527.0,2472.0,1.0
mu[3584],0.024,0.031,0.0,0.073,0.001,0.002,4441.0,2376.0,1.0
mu[3585],0.025,0.031,0.0,0.072,0.001,0.002,4207.0,2521.0,1.0
mu[3586],0.025,0.03,0.0,0.074,0.001,0.001,4195.0,2737.0,1.0
mu[3587],0.025,0.03,0.0,0.072,0.001,0.002,4307.0,2508.0,1.0
mu[3588],0.026,0.031,0.0,0.072,0.001,0.002,4374.0,2721.0,1.0
mu[3589],0.026,0.031,0.0,0.077,0.001,0.002,4229.0,2659.0,1.0
mu[3590],0.027,0.03,0.0,0.078,0.001,0.001,4261.0,2608.0,1.0
mu[3591],0.027,0.03,0.0,0.079,0.001,0.001,4118.0,2848.0,1.0
mu[3592],0.028,0.032,0.0,0.082,0.001,0.001,3939.0,2989.0,1.0
mu[3593],0.029,0.032,0.0,0.08,0.001,0.001,3926.0,2620.0,1.0
mu[3594],0.03,0.034,0.0,0.082,0.001,0.002,3954.0,2745.0,1.0
mu[3595],0.032,0.038,0.001,0.088,0.001,0.004,4064.0,2419.0,1.0
mu[3596],0.032,0.035,0.001,0.087,0.001,0.003,4180.0,2376.0,1.0
mu[3597],0.034,0.037,0.001,0.093,0.001,0.002,4194.0,2577.0,1.0
mu[3598],0.036,0.039,0.001,0.097,0.001,0.002,4259.0,2663.0,1.0
mu[3599],0.038,0.038,0.001,0.103,0.001,0.001,3927.0,2700.0,1.0
mu[3600],0.041,0.043,0.001,0.113,0.001,0.003,3967.0,2561.0,1.0
mu[3601],0.043,0.041,0.001,0.117,0.001,0.001,3623.0,1996.0,1.0
mu[3602],0.046,0.043,0.001,0.121,0.001,0.001,3814.0,2716.0,1.0
mu[3603],0.05,0.047,0.002,0.132,0.001,0.002,3784.0,2811.0,1.0
mu[3604],0.054,0.051,0.002,0.136,0.001,0.002,3739.0,2816.0,1.0
mu[3605],0.059,0.054,0.001,0.15,0.001,0.002,3761.0,2754.0,1.0
mu[3606],0.065,0.059,0.003,0.181,0.001,0.002,3606.0,2641.0,1.0
mu[3607],0.073,0.067,0.003,0.194,0.001,0.002,3941.0,2675.0,1.0
mu[3608],0.082,0.073,0.002,0.211,0.001,0.003,4059.0,2783.0,1.0
mu[3609],0.094,0.084,0.003,0.236,0.001,0.003,3996.0,2463.0,1.0
mu[3610],0.097,0.085,0.004,0.247,0.001,0.003,4041.0,2374.0,1.0
mu[3611],0.088,0.074,0.005,0.224,0.001,0.002,3923.0,2562.0,1.0
mu[3612],0.082,0.071,0.004,0.206,0.001,0.002,4209.0,2665.0,1.0
mu[3613],0.077,0.067,0.003,0.194,0.001,0.002,4363.0,2687.0,1.0
mu[3614],0.073,0.066,0.003,0.187,0.001,0.003,4531.0,2800.0,1.0
mu[3615],0.069,0.061,0.005,0.176,0.001,0.002,4328.0,2957.0,1.0
mu[3616],0.067,0.061,0.004,0.174,0.001,0.002,4214.0,2583.0,1.0
mu[3617],0.064,0.058,0.003,0.163,0.001,0.002,4073.0,2858.0,1.0
mu[3618],0.063,0.056,0.004,0.171,0.001,0.002,3865.0,2558.0,1.0
mu[3619],0.061,0.053,0.004,0.154,0.001,0.002,4029.0,2795.0,1.0
mu[3620],0.061,0.053,0.004,0.153,0.001,0.002,4291.0,2798.0,1.0
mu[3621],0.061,0.055,0.003,0.15,0.001,0.002,4476.0,2959.0,1.0
mu[3622],0.061,0.052,0.003,0.155,0.001,0.002,4789.0,2808.0,1.0
mu[3623],0.062,0.054,0.002,0.154,0.001,0.002,4595.0,2546.0,1.0
mu[3624],0.064,0.056,0.003,0.162,0.001,0.002,4922.0,2810.0,1.0
mu[3625],0.066,0.059,0.003,0.168,0.001,0.002,4709.0,2692.0,1.0
mu[3626],0.068,0.059,0.004,0.17,0.001,0.002,4387.0,2923.0,1.0
mu[3627],0.071,0.061,0.003,0.178,0.001,0.002,4074.0,2650.0,1.0
mu[3628],0.075,0.062,0.003,0.183,0.001,0.002,4141.0,2724.0,1.0
mu[3629],0.08,0.066,0.003,0.193,0.001,0.002,4051.0,2194.0,1.0
mu[3630],0.085,0.071,0.005,0.204,0.001,0.002,4342.0,2591.0,1.0
mu[3631],0.09,0.071,0.005,0.213,0.001,0.002,3977.0,2698.0,1.0
mu[3632],0.099,0.079,0.007,0.233,0.001,0.003,4106.0,2448.0,1.0
mu[3633],0.109,0.085,0.008,0.26,0.001,0.003,4039.0,2488.0,1.0
mu[3634],0.122,0.094,0.009,0.291,0.002,0.003,3420.0,2460.0,1.0
mu[3635],0.137,0.1,0.011,0.309,0.002,0.003,3855.0,2695.0,1.0
mu[3636],0.159,0.112,0.016,0.369,0.002,0.003,3843.0,2461.0,1.0
mu[3637],0.188,0.135,0.016,0.417,0.002,0.005,3593.0,2723.0,1.0
mu[3638],0.2,0.139,0.019,0.443,0.002,0.004,3630.0,2729.0,1.0
mu[3639],0.193,0.131,0.019,0.423,0.002,0.003,3605.0,2839.0,1.0
mu[3640],0.193,0.132,0.021,0.428,0.002,0.003,3886.0,2761.0,1.0
mu[3641],0.195,0.131,0.017,0.43,0.002,0.003,3465.0,2594.0,1.0
mu[3642],0.205,0.142,0.025,0.468,0.003,0.004,3410.0,2567.0,1.0
mu[3643],0.221,0.155,0.015,0.482,0.003,0.005,3574.0,2758.0,1.0
mu[3644],0.216,0.154,0.02,0.498,0.003,0.005,3456.0,2781.0,1.0
mu[3645],0.219,0.157,0.012,0.505,0.003,0.004,3611.0,2714.0,1.0
mu[3646],0.203,0.151,0.017,0.482,0.003,0.004,3892.0,2876.0,1.0
mu[3647],0.197,0.156,0.009,0.479,0.002,0.004,4443.0,2663.0,1.0
mu[3648],0.195,0.174,0.005,0.486,0.003,0.006,4400.0,2811.0,1.0
mu[3649],0.199,0.197,0.006,0.521,0.003,0.008,4416.0,2664.0,1.0
mu[3650],1.543,0.582,0.61,2.661,0.009,0.012,3756.0,2402.0,1.0
mu[3651],1.475,0.576,0.551,2.59,0.009,0.012,4479.0,2392.0,1.0
mu[3652],1.467,0.567,0.523,2.499,0.009,0.011,4139.0,2404.0,1.0
mu[3653],1.388,0.542,0.469,2.343,0.008,0.01,4395.0,2668.0,1.0
mu[3654],1.368,0.537,0.524,2.367,0.009,0.012,3779.0,2397.0,1.0
mu[3655],1.252,0.498,0.441,2.152,0.008,0.01,3800.0,2987.0,1.0
mu[3656],1.177,0.469,0.411,2.028,0.007,0.009,4013.0,2775.0,1.0
mu[3657],1.28,0.52,0.446,2.245,0.008,0.011,3896.0,2516.0,1.0
mu[3658],1.247,0.492,0.474,2.163,0.008,0.009,3603.0,2685.0,1.0
mu[3659],1.286,0.523,0.428,2.22,0.008,0.011,3643.0,2576.0,1.0
mu[3660],1.369,0.558,0.448,2.357,0.009,0.013,4203.0,2493.0,1.0
mu[3661],1.328,0.515,0.488,2.256,0.008,0.009,4159.0,2600.0,1.0
mu[3662],1.355,0.525,0.442,2.271,0.009,0.01,3848.0,2533.0,1.0
mu[3663],1.448,0.576,0.526,2.473,0.01,0.013,3765.0,2723.0,1.0
mu[3664],1.608,0.619,0.545,2.714,0.01,0.013,4255.0,2922.0,1.0
mu[3665],1.692,0.633,0.58,2.856,0.01,0.011,3819.0,2924.0,1.0
mu[3666],1.729,0.654,0.665,2.978,0.01,0.012,4091.0,2863.0,1.0
mu[3667],1.732,0.657,0.605,2.925,0.011,0.013,3567.0,2398.0,1.0
mu[3668],1.652,0.626,0.609,2.769,0.01,0.014,3861.0,2649.0,1.0
mu[3669],1.524,0.576,0.587,2.578,0.009,0.012,4355.0,2800.0,1.0
mu[3670],1.663,0.619,0.655,2.795,0.01,0.014,4025.0,2678.0,1.0
mu[3671],1.958,0.703,0.764,3.282,0.012,0.012,3647.0,2559.0,1.0
mu[3672],2.325,0.822,0.951,3.83,0.013,0.016,4133.0,2651.0,1.0
mu[3673],2.524,0.863,1.036,4.079,0.014,0.015,3748.0,2766.0,1.0
mu[3674],2.314,0.83,0.883,3.776,0.014,0.018,3927.0,2726.0,1.0
mu[3675],2.219,0.759,0.94,3.639,0.012,0.013,4101.0,2752.0,1.0
mu[3676],2.478,0.856,1.06,4.028,0.014,0.017,3625.0,2576.0,1.0
mu[3677],2.279,0.802,0.953,3.768,0.013,0.015,3680.0,2598.0,1.0
mu[3678],2.141,0.751,0.89,3.502,0.013,0.015,3820.0,2788.0,1.0
mu[3679],2.057,0.731,0.848,3.437,0.012,0.013,3753.0,2478.0,1.0
mu[3680],1.988,0.705,0.851,3.356,0.012,0.014,3950.0,2614.0,1.0
mu[3681],2.153,0.751,0.997,3.678,0.012,0.013,4022.0,2568.0,1.0
mu[3682],2.135,0.75,0.843,3.508,0.012,0.014,4211.0,2675.0,1.0
mu[3683],2.164,0.764,0.93,3.647,0.012,0.014,3938.0,2849.0,1.0
mu[3684],2.207,0.784,0.924,3.659,0.012,0.014,4381.0,2806.0,1.0
mu[3685],2.047,0.716,0.836,3.355,0.011,0.013,4083.0,2896.0,1.0
mu[3686],1.926,0.678,0.865,3.227,0.011,0.016,3624.0,2429.0,1.0
mu[3687],2.018,0.715,0.881,3.36,0.012,0.013,3464.0,2724.0,1.0
mu[3688],2.122,0.727,0.892,3.442,0.012,0.014,3508.0,2847.0,1.0
mu[3689],2.274,0.787,0.978,3.7,0.013,0.016,4010.0,2480.0,1.0
mu[3690],2.498,0.854,1.064,4.058,0.014,0.016,3922.0,2550.0,1.0
mu[3691],2.587,0.867,1.171,4.261,0.014,0.015,3725.0,2520.0,1.0
mu[3692],2.52,0.858,1.041,4.067,0.014,0.017,4010.0,2581.0,1.0
mu[3693],2.339,0.797,1.113,3.904,0.012,0.016,4285.0,2640.0,1.0
mu[3694],2.555,0.849,1.087,4.098,0.014,0.015,3940.0,2688.0,1.0
mu[3695],2.665,0.893,1.163,4.339,0.014,0.015,4102.0,2656.0,1.0
mu[3696],2.625,0.867,1.15,4.183,0.014,0.016,3912.0,2668.0,1.0
mu[3697],2.498,0.847,1.129,4.16,0.014,0.016,3737.0,2559.0,1.0
mu[3698],2.518,0.84,1.057,4.066,0.014,0.015,3563.0,2699.0,1.0
mu[3699],2.372,0.805,0.963,3.745,0.013,0.016,3506.0,2498.0,1.0
mu[3700],2.342,0.793,0.985,3.854,0.013,0.013,3378.0,2795.0,1.0
mu[3701],2.134,0.739,0.88,3.546,0.013,0.015,3436.0,2646.0,1.0
mu[3702],2.235,0.786,0.949,3.732,0.013,0.019,3905.0,2364.0,1.0
mu[3703],2.128,0.766,0.863,3.522,0.012,0.016,3986.0,2667.0,1.0
mu[3704],2.053,0.749,0.809,3.341,0.013,0.016,3808.0,2524.0,1.0
mu[3705],1.989,0.707,0.889,3.421,0.012,0.014,3265.0,2472.0,1.0
mu[3706],1.923,0.668,0.845,3.231,0.011,0.013,3536.0,2622.0,1.0
mu[3707],1.848,0.661,0.738,3.067,0.011,0.015,3903.0,2705.0,1.0
mu[3708],1.758,0.646,0.693,2.974,0.01,0.011,3993.0,2959.0,1.0
mu[3709],1.606,0.603,0.534,2.696,0.01,0.012,3825.0,2388.0,1.0
mu[3710],1.581,0.601,0.548,2.624,0.01,0.012,4041.0,2700.0,1.0
mu[3711],1.48,0.578,0.57,2.556,0.01,0.013,4035.0,2515.0,1.0
mu[3712],1.47,0.564,0.618,2.596,0.009,0.01,3731.0,2852.0,1.0
mu[3713],1.528,0.577,0.568,2.614,0.01,0.012,3548.0,2742.0,1.0
mu[3714],1.703,0.648,0.622,2.901,0.011,0.013,3659.0,2587.0,1.0
mu[3715],1.852,0.69,0.756,3.167,0.011,0.013,3991.0,2341.0,1.0
mu[3716],1.963,0.691,0.794,3.226,0.011,0.011,3811.0,2252.0,1.0
mu[3717],2.323,0.79,1.047,3.904,0.013,0.014,3914.0,2811.0,1.0
mu[3718],2.877,0.92,1.418,4.71,0.015,0.016,3556.0,2610.0,1.0
mu[3719],3.921,1.161,1.844,5.999,0.019,0.019,3535.0,2942.0,1.0
mu[3720],5.293,1.464,2.782,7.926,0.025,0.028,3642.0,2954.0,1.0
mu[3721],5.83,1.565,3.144,8.709,0.026,0.028,3541.0,2624.0,1.0
mu[3722],7.125,1.784,3.919,10.307,0.029,0.032,3630.0,2819.0,1.0
